CPF,NOME,DATA DE NASCIMENTO,RUA,BAIRRO,CIDADE,ESTADO,TELEFONE,EMAIL,PESQUISA,CANAL DE ATEDIMENTO,MÊS,CARGO,ATENDENTE,RENDA
652.749.810-11,Isabelly Silveira,1973-05-21,"Conjunto Juliana Leão, 41",Vila Da Luz,Moraes,Sergipe,+55 (013) 94754 7204,mateusgomes@example.net,Péssimo,Chat,12,Profissional de hotelaria,4,7919
359.047.821-79,Pietro Machado,1955-08-26,"Campo Vasconcelos, 89",Alta Tensão 1ª Seção,Martins,Santa Catarina,+55 (35) 96082 4616,pietro79@example.net,Péssimo,Email,4,Musicoterapeuta,10,7969
326.984.170-13,Valentina Sales,1992-04-21,"Condomínio de da Cruz, 59",Vila Madre Gertrudes 4ª Seção,Costa,São Paulo,+55 (16) 93859-9468,da-costamirella@example.org,Bom,Email,7,Capoeirista,5,8532
230.715.469-80,Elisa Ferreira,1971-10-27,"Campo de Brito, 59",Alto Das Antenas,Câmara de Porto,Santa Catarina,+55 (06) 9 6935-3466,aliciaborges@example.org,Regular,Chat,12,Escultor,8,9760
743.659.081-20,Raquel Machado,2003-06-10,"Morro de Cirino, 93",Eymard,Novais,Sergipe,+55 05 96122-0586,liamnunes@example.com,Péssimo,Chat,1,Arranjador musical,4,8536
470.263.189-69,Luiz Otávio Santos,1997-11-12,Lago de Rezende,Vila Formosa,Pires Alegre,Ceará,+55 68 95990-1747,jsousa@example.com,Ótimo,Call,5,Salva-vidas,8,8965
390.571.846-48,Elisa Peixoto,1982-11-10,"Recanto de Camargo, 122",Conjunto Novo Dom Bosco,Vargas,Acre,+55 (30) 9 5561 6208,maria-liz64@example.org,Péssimo,Email,12,Policial civil,8,7918
867.940.531-01,Sophia Montenegro,1982-08-21,"Sítio Peixoto, 34",Goiania,Camargo,Espírito Santo,+55 67 95484 7059,marcelo56@example.org,Ótimo,Chat,12,Ombudsman,9,9732
354.810.276-07,Bella Cavalcante,1955-11-21,"Via Brenda Farias, 594",Santa Rita,Nascimento,Ceará,+55 (09) 9 3098-7853,maria-luisapinto@example.com,Regular,Call,1,Treinador,8,9095
318.246.795-64,Eduardo Ferreira,1986-06-10,Esplanada Otto Porto,Unidas,Fernandes de Siqueira,Rio Grande do Norte,+55 57 93563 3720,frodrigues@example.net,Ruim,Email,12,Técnico em rede,10,8274
675.934.801-00,Sr. Liam Vasconcelos,1946-07-16,"Parque de Correia, 70",Senhor Dos Passos,Nascimento,Espírito Santo,+55 69 99853 4378,biancasantos@example.com,Ruim,Email,6,Assistente administrativo,7,2037
129.648.357-64,Caroline Lopes,1945-03-30,"Trevo de Gomes, 98",Suzana,Silveira,Rio Grande do Sul,+55 87 92814-4973,sofia49@example.net,Regular,Chat,6,Engenheiro de materiais,7,3419
148.506.297-76,Fernando Gomes,1968-09-18,"Distrito de da Luz, 5",Vila Nova Cachoeirinha 2ª Seção,Jesus,Bahia,+55 09 93578 6502,arthur-miguel24@example.org,Péssimo,Call,3,Músico,6,3967
734.068.529-47,Pietra Montenegro,1984-11-15,"Viaduto de Pires, 68",Vila Da Paz,Gomes,Ceará,+55 97 9 4009-9747,eduardamontenegro@example.com,Regular,Email,11,Ortoptista,3,7432
014.235.876-26,Luiza Farias,1960-11-24,"Pátio de da Costa, 2",Vila Ouro Minas,Aragão,Rio de Janeiro,+55 66 9 3737 8833,nicolasgomes@example.com,Bom,Email,9,Selecionador de pessoal,6,7184
264.705.918-76,Felipe Ramos,1948-11-17,"Jardim de Fogaça, 3",Conjunto Califórnia I,Montenegro,São Paulo,+55 53 99198 6557,cda-rosa@example.org,Ruim,Call,9,Dedetizador,2,7565
301.542.698-24,Ana Lívia Albuquerque,2006-05-02,"Núcleo Lucas Gabriel Vasconcelos, 61",Vila Copasa,Cavalcante do Oeste,Roraima,+55 98 95346-8733,gustavo18@example.net,Ruim,Call,8,Escritor,1,2100
027.318.965-40,Davi Miguel Siqueira,1998-11-17,"Colônia Yan da Rocha, 133",Santana Do Cafezal,Lopes do Amparo,Tocantins,+55 (01) 90940 5618,luiz-migueljesus@example.net,Péssimo,Chat,10,Ajudante de produção,3,9109
107.254.369-99,Pietro Fernandes,1968-10-17,Loteamento João Vitor Vieira,Flavio De Oliveira,Sales,São Paulo,+55 (010) 93137-5866,liam18@example.com,Ótimo,Call,6,Telegrafista,3,3097
961.785.023-03,Eduardo da Rosa,1983-05-05,"Distrito de Pacheco, 95",Mirtes,da Costa,Rondônia,+55 38 93542-3883,rvasconcelos@example.org,Ruim,Email,12,DJ,10,6426
614.578.309-57,Sra. Maria Flor Alves,1994-04-26,"Quadra Luigi Pires, 9",Vila Batik,Caldeira,Rio Grande do Norte,+55 (34) 94636-3494,luna58@example.com,Bom,Email,4,Operador de bombas,6,8652
412.630.879-22,João Felipe Sales,1993-03-31,"Recanto de Almeida, 89",Buritis,Cirino Verde,Piauí,+55 47 9 6989 1848,montenegroasafe@example.org,Bom,Chat,7,Hostess,9,3360
976.534.210-16,Eduardo Pastor,1988-05-30,"Largo Guerra, 70",Cardoso,Nascimento,Piauí,+55 (11) 92843 4927,azevedoigor@example.net,Bom,Chat,1,Faturista,7,3350
071.529.864-01,Laura da Mota,1995-01-09,"Fazenda Aragão, 24",Dona Clara,Sousa,Rio Grande do Norte,+55 84 93812-4608,ana-laura82@example.com,Bom,Email,4,Policial civil,5,8758
637.580.429-92,Joaquim Sales,1999-04-26,"Lagoa de Lopes, 607",Bairro Das Indústrias Ii,Pereira Alegre,Mato Grosso do Sul,+55 (03) 96032 7268,silveiraoliver@example.org,Ótimo,Chat,4,Empacotador,8,2474
082.769.534-92,Ryan Silveira,1999-03-05,"Recanto de Nogueira, 752",São Marcos,Santos,Bahia,+55 (042) 95157 0382,diegogoncalves@example.org,Péssimo,Email,10,Terapeuta floral,3,1708
034.156.298-05,Eloá Nascimento,1982-11-28,"Parque Teixeira, 65",Santa Amelia,Machado de Vasconcelos,Distrito Federal,+55 (67) 9 0795 7708,ana-carolina89@example.com,Ruim,Chat,3,Esgrimista,2,5843
309.187.564-48,Carlos Eduardo Camargo,1988-06-28,"Viaduto Porto, 60",Ademar Maldonado,Monteiro,Mato Grosso do Sul,+55 (095) 97115-2942,ravypereira@example.com,Bom,Email,5,Digitador,2,3540
183.462.590-42,Oliver Barbosa,1987-10-29,"Passarela de Machado, 5",Conjunto Bonsucesso,Cavalcante de Minas,Rio Grande do Sul,+55 (80) 99077 5294,talves@example.net,Bom,Chat,10,Cientista de alimentos,9,2406
136.958.702-30,Srta. Melissa Aragão,1945-11-30,"Lagoa Maria Eduarda Farias, 221",Bandeirantes,Moura do Campo,Rio Grande do Sul,+55 36 93561 7958,luiz-felipe56@example.net,Bom,Call,11,Engenheiro de processos,10,2728
013.258.764-53,Renan Oliveira,1965-05-26,"Estrada Emilly das Neves, 907",Vila Rica,Siqueira da Prata,Ceará,+55 52 9 5859 1730,qribeiro@example.net,Bom,Call,12,Copeiro,5,6360
059.843.617-01,Breno Costa,1962-06-12,"Estrada de da Paz, 13",Floresta,Martins das Pedras,Rondônia,+55 (029) 96415-6061,vieiraaurora@example.com,Péssimo,Call,1,Astrônomo,10,8304
312.490.587-32,Sra. Ana Luiza Campos,1986-11-17,"Colônia Júlia Machado, 527",Vila Da Amizade,Rezende,Tocantins,+55 48 9 4187-6292,sampaioarthur-gabriel@example.com,Péssimo,Call,7,Engenheiro naval,6,4824
327.594.810-50,Sr. Lucas Gabriel Gonçalves,1965-12-24,"Chácara Yan da Cunha, 14",Nossa Senhora Da Aparecida,Vasconcelos,Pará,+55 58 9 6406 9720,otaviomacedo@example.net,Regular,Email,5,Paramédico,3,6723
683.492.751-46,Dom Brito,2005-08-29,"Colônia Ana Julia Vieira, 26",Oeste,Câmara,Roraima,+55 30 9 5140-4586,azevedolara@example.org,Péssimo,Chat,2,Atuário,2,7361
546.902.387-74,Dra. Ana Carolina Machado,1987-02-11,"Área de Rezende, 8",Vila Nova Gameleira 1ª Seção,Azevedo da Serra,Pará,+55 47 97324-4422,wduarte@example.org,Ótimo,Chat,12,Maquiador,8,5940
085.234.719-79,Valentina Barros,1985-06-11,"Residencial de Ferreira, 379",Nossa Senhora De Fátima,Casa Grande,Santa Catarina,+55 37 9 5582 4888,ana-julianogueira@example.net,Regular,Chat,6,Profissional de áudio,6,4279
623.587.194-55,Maria Helena Azevedo,1968-08-08,"Passarela Leão, 22",Monte Azul,Gomes de Barros,Ceará,+55 (44) 9 4435 9659,kpires@example.org,Péssimo,Chat,10,Sapateiro,1,9240
287.195.460-76,Maria Julia Machado,1963-05-11,"Vale Melina Aparecida, 8",Glória,Caldeira da Serra,Rio Grande do Norte,+55 79 96270 6023,camaramaria-clara@example.org,Ótimo,Email,8,Engenheiro têxtil,3,2833
067.835.419-75,João Vitor Casa Grande,1985-08-30,Conjunto Caldeira,Vila Cloris,Moura,Amapá,+55 50 9 1369 3722,piresbernardo@example.net,Ruim,Chat,12,Lapidário,9,2836
172.309.586-95,Esther Pacheco,2001-11-13,"Jardim Gonçalves, 625",Vista Do Sol,Rodrigues do Sul,Distrito Federal,+55 02 98815 0228,theocampos@example.net,Regular,Call,4,Tecnólogo em recursos pesqueiros,6,6261
825.043.761-62,Amanda Mendonça,1978-01-30,"Vila de Mendes, 2",Vila Da Ária,Almeida,Distrito Federal,+55 38 99209-5005,ana-ceciliaandrade@example.org,Péssimo,Chat,4,Contramestre em transporte marítimo,5,7664
638.497.120-87,Elisa Costela,1958-09-18,"Trecho Azevedo, 18",Pedreira Padro Lopes,da Rocha das Pedras,Pernambuco,+55 (20) 9 0382 0665,melina26@example.com,Péssimo,Call,4,Apresentador,10,2581
708.243.159-79,Jade Rios,1946-02-23,"Passarela Montenegro, 7",Vila Cloris,Casa Grande,Roraima,+55 (35) 98288 4573,aandrade@example.net,Regular,Chat,7,Corretor de imóveis,3,1924
210.654.837-08,Ana Laura Sá,1984-02-06,"Jardim Gomes, 188",Primeiro De Maio,Pastor do Oeste,Minas Gerais,+55 (42) 92319-0567,nicolasfogaca@example.org,Bom,Email,1,Engenheiro de transportes,4,3077
572.109.864-30,Srta. Bárbara Gonçalves,1991-11-17,"Praça Aparecida, 1",Lindéia,Novaes Paulista,Rondônia,+55 07 9 7237-4984,rnascimento@example.org,Regular,Call,4,Comissário de bordo,7,3728
304.297.561-43,Joana Marques,1964-08-19,"Estação de Souza, 16",Barão Homem De Melo 3ª Seção,Jesus,Acre,+55 15 93315 4763,yda-cruz@example.org,Ruim,Email,8,Engenheiro de som,6,7812
139.627.854-00,Eduardo Vasconcelos,2006-07-03,"Setor Kevin Silva, 32",Mirante,Abreu Grande,Ceará,+55 35 9 7837-4279,carolina79@example.net,Péssimo,Chat,9,Pecuarista,7,8876
314.928.756-19,Melissa Rodrigues,1957-08-27,Pátio da Rosa,Vila Das Oliveiras,Lopes,Rio Grande do Norte,+55 (77) 9 0780-3670,da-luzpedro@example.com,Bom,Call,12,Engenheiro de petróleo,8,3103
750.269.134-07,Lara Rodrigues,1980-05-25,"Estação de Cirino, 2",Palmares,Teixeira,Pará,+55 89 90202 0552,vicentepastor@example.org,Regular,Chat,8,Patologista oral,1,7413
475.018.623-62,Lunna Novais,1999-01-14,"Rodovia de Teixeira, 7",Vila Antena,Monteiro de Minas,Sergipe,+55 32 96696-9148,manuela49@example.net,Bom,Chat,4,Pediatra,2,7168
256.093.741-70,Ana Liz Sá,1997-07-27,"Via Luiz Gustavo Novais, 63",Nossa Senhora De Fátima,Peixoto de Costa,Paraíba,+55 (074) 97093 5564,jaraujo@example.org,Bom,Call,7,Carpinteiro,7,9213
327.065.481-26,Srta. Maria Flor Araújo,1972-08-16,"Lago de Silveira, 21",Paraíso,Viana,Rio Grande do Norte,+55 40 9 0033 5792,maria-isissilva@example.com,Regular,Chat,5,Lutador de karatê,7,4319
946.825.037-74,Catarina Mendonça,1980-06-29,"Distrito de Oliveira, 73",Liberdade,Sá,Pará,+55 73 98994-5347,danielateixeira@example.com,Ótimo,Chat,2,DJ,1,3860
596.012.348-70,Benicio Azevedo,1988-05-19,"Estação de Siqueira, 25",Cenaculo,Sá,Ceará,+55 65 9 4874 3790,nuneskamilly@example.net,Regular,Chat,5,Bedel,10,9538
649.801.572-11,Sr. Pedro Henrique Lopes,2004-07-11,"Aeroporto de Teixeira, 5",Copacabana,Aragão dos Dourados,Piauí,+55 (08) 92960-1576,rael88@example.org,Regular,Chat,9,Neurologista,10,6769
371.408.956-00,Thales Garcia,1961-03-28,"Campo Farias, 56",Vila Califórnia,Gonçalves dos Dourados,Mato Grosso do Sul,+55 07 91857-5479,peixotocaroline@example.net,Bom,Email,5,Jogador de boliche,6,4984
304.592.786-65,Ester Jesus,1986-10-13,"Condomínio de Caldeira, 21",Maria Virgínia,Borges da Serra,Amazonas,+55 21 9 2059 6646,hfonseca@example.net,Péssimo,Chat,3,Moldureiro,2,9367
248.610.379-13,Henry Duarte,1959-08-03,"Pátio Benjamim Cavalcante, 87",Vila Olhos D'água,Barros da Mata,Minas Gerais,+55 (025) 98312-4943,mariane94@example.org,Péssimo,Call,10,Atuário,2,3741
928.637.510-77,Davi Lucas Pimenta,1977-09-30,"Pátio Luísa da Paz, 405",Vila São João Batista,da Luz,Amazonas,+55 17 9 8710 9152,sabrinaaparecida@example.net,Ótimo,Email,1,Síndico,5,1587
734.896.201-78,Aurora Fernandes,1997-07-31,"Chácara de Pires, 366",Lourdes,Fogaça,São Paulo,+55 92 9 1690-6363,kamillyfarias@example.com,Péssimo,Email,10,Biblioteconomista,4,4283
237.685.941-73,Antônio Albuquerque,1953-05-04,"Lagoa Benicio Garcia, 7",Santa Isabel,Silveira de Cunha,Acre,+55 90 9 8308-3928,cardosoarthur-gabriel@example.com,Bom,Call,7,Guincheiro,8,1710
405.231.978-88,Vitor Hugo Campos,1976-03-16,"Fazenda da Cruz, 35",Floramar,da Rocha,Rio de Janeiro,+55 59 94286-5676,martinsbenicio@example.com,Regular,Email,9,Técnico em tratamento de água,2,8360
789.562.314-19,Nicole Teixeira,1985-02-21,"Distrito João Pedro Cassiano, 80",São João,Teixeira Grande,Alagoas,+55 39 9 9356 7328,nicolas23@example.net,Ótimo,Call,12,Empregado doméstico,4,6548
508.613.297-59,Sr. João Gabriel Moura,1992-07-17,"Aeroporto Davi Luiz Gomes, 327",Aarão Reis,Marques de Casa Grande,Rio Grande do Norte,+55 (060) 91864 9556,hadassa27@example.org,Ruim,Call,11,Operador de telemarketing,7,5271
408.591.267-49,Luísa Freitas,1995-11-17,Parque Arthur Sampaio,Universo,Cirino da Serra,Amapá,+55 (076) 99101 4260,eloahcunha@example.org,Regular,Chat,4,Telefonista,4,3174
893.276.045-47,Bento Montenegro,1948-09-21,"Parque Sousa, 79",São Lucas,Pereira da Praia,Ceará,+55 (029) 94521-7260,brenda89@example.com,Bom,Email,1,Numerólogo,3,9964
136.247.058-90,Raul Montenegro,1964-07-28,"Rodovia de Guerra, 519",Marieta 2ª Seção,Azevedo,Santa Catarina,+55 (68) 9 5549 9481,emillymoreira@example.com,Regular,Chat,1,Telefonista,4,6369
794.062.315-06,Srta. Alícia da Luz,2002-02-10,"Estrada Novaes, 85",Paquetá,Jesus,Bahia,+55 62 92038 2303,davifogaca@example.net,Bom,Call,4,Saxofonista,6,7638
382.745.016-08,Pedro Henrique Silveira,1960-03-18,"Feira Vasconcelos, 72",Nossa Senhora Da Aparecida,Pereira,Ceará,+55 (75) 96083-3291,ayllavieira@example.org,Ruim,Chat,6,Médico,1,2016
527.943.861-82,Laís Duarte,1990-05-27,"Largo de Barbosa, 3",Itaipu,Pinto de Goiás,Rio Grande do Sul,+55 16 93019-6054,camposlucca@example.com,Bom,Call,1,Gestor de qualidade,10,9406
578.123.096-30,Danilo Câmara,1961-05-24,"Recanto Laura Barros, 56",Laranjeiras,Rios,Paraíba,+55 80 9 4997-6205,xrocha@example.net,Péssimo,Email,3,Engenheiro de supply chain ou logística,8,3923
895.167.043-01,Nicole da Mota,1984-08-18,"Largo Oliveira, 41",Maria Helena,da Cruz das Pedras,Roraima,+55 45 93502 4456,valentina63@example.net,Péssimo,Call,8,Continuista,5,7012
532.987.641-91,Francisco Farias,1947-09-03,"Loteamento da Mota, 25",Eymard,Nunes,Rondônia,+55 20 96311 8470,isismoreira@example.com,Bom,Email,9,Coreógrafo,2,2043
205.496.731-99,Pedro Miguel Farias,1967-06-06,Largo Maria Helena Costela,Nossa Senhora Da Aparecida,Guerra,São Paulo,+55 (59) 90605 5701,dalbuquerque@example.com,Ótimo,Chat,10,Esteticista,5,9507
489.571.032-79,Aylla Costa,1963-07-20,"Favela Luiz Miguel da Costa, 15",Serra Verde,da Cunha,Distrito Federal,+55 (073) 98768 2477,cassianoalicia@example.com,Péssimo,Email,4,Economista,5,6879
216.473.085-26,Aurora Nogueira,1949-12-04,"Travessa de Alves, 65",Vila De Sá,Freitas do Sul,Paraná,+55 16 9 3745-2894,fariasenrico@example.org,Ruim,Chat,11,Naturólogo,2,6659
437.108.956-93,Davi Luiz Farias,1970-05-11,"Lagoa de Abreu, 943",Buraco Quente,das Neves,Pernambuco,+55 (087) 95368 1135,da-cunhaana-vitoria@example.com,Ruim,Chat,3,Bancário,8,9575
249.506.173-70,Lunna da Luz,1992-10-23,"Rodovia Sarah Vargas, 8",Vila São Gabriel Jacui,Vasconcelos,Santa Catarina,+55 (36) 94485 3286,yporto@example.com,Ótimo,Chat,4,Transcritor,7,5405
820.351.964-42,Arthur Gabriel Pacheco,1980-01-02,"Recanto de Leão, 30",São Gonçalo,Cunha de da Mata,São Paulo,+55 87 96002 5403,olivia11@example.net,Bom,Call,9,Taxidermista/Embalsamador,4,3037
890.342.517-05,Anthony Mendes,1961-07-21,"Campo Nathan Novaes, 628",Vila Aeroporto,Pastor de Farias,Goiás,+55 59 9 4494-7137,bianca69@example.com,Bom,Call,11,Otorrinolaringologista,9,5429
189.637.504-93,João Miguel Ramos,1953-11-01,"Campo da Costa, 732",Santo André,Peixoto,Amazonas,+55 (18) 9 7372 4393,moreirabryan@example.net,Ruim,Chat,8,Panificador/Padeiro,7,9548
832.690.571-21,Sr. Theodoro Oliveira,1956-09-08,Parque Lopes,Diamante,Sampaio,Rio de Janeiro,+55 50 92728 4506,wbarbosa@example.net,Péssimo,Call,4,Protesista,3,9069
317.596.082-03,Dra. Ana Carolina Peixoto,1978-10-01,"Feira Luiz Henrique Ribeiro, 9",Ermelinda,da Rocha do Amparo,Minas Gerais,+55 (065) 99830 4440,emanuelsilveira@example.org,Ruim,Email,7,Tecnólogo em papel e celulose,9,9692
418.729.035-41,Valentim Ribeiro,1967-01-23,Rodovia Alexia Barbosa,Vila Aeroporto Jaraguá,Silva do Sul,Distrito Federal,+55 11 9 1256-7591,dcamargo@example.net,Bom,Email,9,Cientista,9,7706
864.501.729-67,Nina Macedo,1968-01-07,"Residencial Sabrina Rodrigues, 46",Jardim América,Brito das Flores,Tocantins,+55 06 9 2100 1958,vmoura@example.net,Regular,Call,12,Promotor de eventos,9,4597
857.019.423-41,Melissa Cassiano,1998-06-19,"Pátio de Pereira, 10",Minas Brasil,Camargo de Silva,Maranhão,+55 22 99335-8697,caragao@example.org,Bom,Call,9,Juiz de futebol,6,2069
362.791.458-91,Sr. Luiz Fernando da Mata,1956-07-26,"Passarela Larissa Casa Grande, 282",Itapoa,Sales Paulista,Rio Grande do Sul,+55 (95) 95488-0471,uvasconcelos@example.net,Ruim,Call,9,Imunologista,6,9888
720.869.341-22,Arthur Gabriel Casa Grande,1955-02-17,"Aeroporto Mathias Fonseca, 2",Vila Santa Monica 1ª Seção,Correia de Alves,Acre,+55 (030) 99410 7543,rpimenta@example.com,Péssimo,Email,1,Gerente de inovações ou novos negócios,5,2406
021.948.365-51,Dra. Esther Moreira,1984-08-29,Viaduto Silva,Santa Inês,Rios,São Paulo,+55 00 98931 4922,benicio95@example.net,Bom,Email,10,Físico,9,3241
472.956.138-46,Henry Gabriel Costela,1976-07-30,"Esplanada Silva, 7",Vila Pinho,da Costa de Fogaça,Espírito Santo,+55 (94) 93799 9388,ryan91@example.com,Regular,Call,5,Bailarina,6,4205
870.134.625-35,Dra. Alice Lima,1988-05-15,"Campo Alexandre Nogueira, 82",Maravilha,Melo,Amapá,+55 (59) 92916 0883,psampaio@example.net,Bom,Email,10,Florista,1,2059
816.435.027-35,Isabelly Freitas,1979-03-13,"Aeroporto Mendonça, 53",Corumbiara,Brito,Mato Grosso do Sul,+55 (011) 91392-4217,arthur-gabrielmendes@example.org,Péssimo,Call,7,Operador de bombas,9,3568
867.152.493-00,Camila Silveira,2001-10-01,"Fazenda Gabriela Freitas, 29",Nossa Senhora Aparecida,da Cunha,Espírito Santo,+55 (64) 9 4820-2580,arthur-miguel46@example.com,Bom,Chat,6,Químico,7,2283
054.816.973-00,Letícia Campos,1961-01-01,"Vereda de Ramos, 16",Prado,Sales de Rodrigues,Tocantins,+55 (32) 9 4383 7429,esouza@example.net,Regular,Chat,12,Técnico em higiene dentária,5,5368
867.134.029-50,Murilo Rodrigues,1995-10-04,"Pátio de da Conceição, 337",Vila Da Amizade,Montenegro da Prata,Acre,+55 (010) 96591 6229,pietro41@example.net,Ótimo,Email,2,Confeiteiro,6,8999
708.643.529-56,Luísa Sales,1953-03-07,"Fazenda Duarte, 945",Trevo,Fernandes das Pedras,São Paulo,+55 (073) 94361-9621,castrovitor-hugo@example.org,Péssimo,Email,3,Relações públicas,9,8297
834.502.697-47,Benicio Brito,1956-12-23,Vila de Marques,Boa União 1ª Seção,Dias de Dias,Paraná,+55 60 9 3131-9863,gaelaparecida@example.org,Péssimo,Chat,7,Ginasta artística,4,5506
025.498.637-47,Bernardo Martins,1951-11-03,"Trecho de Dias, 8",Floresta,Ribeiro,Mato Grosso do Sul,+55 (054) 93053-8818,andrademanuella@example.org,Regular,Chat,8,Bedel,9,5834
108.496.275-67,Mirella Araújo,1996-11-17,"Fazenda de da Mata, 95",Cdi Jatoba,Moreira da Prata,Amazonas,+55 30 94682-0901,enricosouza@example.org,Ruim,Email,6,Aeroviário,4,8436
146.987.250-11,Maysa Costa,2006-12-30,"Sítio Nina Farias, 783",Vista Alegre,Albuquerque dos Dourados,Roraima,+55 47 9 5643-1059,kaiquealbuquerque@example.org,Bom,Chat,7,Regente,4,9007
083.597.412-04,Maria Vitória da Rocha,1994-03-13,"Aeroporto de Almeida, 28",Vila Madre Gertrudes 1ª Seção,Porto das Pedras,Goiás,+55 (80) 9 1924-9821,britomaite@example.com,Ótimo,Email,9,Pecuarista,8,3443
084.937.512-60,Lunna da Rosa,1956-07-21,"Campo de Rodrigues, 209",Tupi A,Martins de Siqueira,Rio Grande do Sul,+55 06 96989-0979,catarinarodrigues@example.org,Ótimo,Email,5,Atleta de canoagem,5,5124
851.972.643-73,Pedro da Rocha,1986-03-24,"Viela de Nunes, 79",Jardim Do Vale,Monteiro Verde,Distrito Federal,+55 (64) 9 4611 7706,noliveira@example.com,Ruim,Call,5,Optometrista,9,7388
367.814.905-75,Dr. Emanuel Ferreira,1967-11-21,"Chácara de Fogaça, 30",Conjunto Bonsucesso,Sousa Paulista,São Paulo,+55 63 9 8448 8841,sazevedo@example.com,Regular,Email,4,Pedagogo,1,3035
327.809.651-77,Maria Liz Marques,1976-12-05,"Fazenda de Fernandes, 58",Mala E Cuia,Gonçalves,Goiás,+55 (57) 90718-5138,siqueiranatalia@example.org,Péssimo,Email,4,Especialista em agronegócios,7,1510
597.306.284-83,Maria Luísa Abreu,1964-11-08,"Núcleo Pires, 860",Esplanada,Almeida,Bahia,+55 05 9 5835-7326,smartins@example.org,Péssimo,Call,1,Lenhador,10,7149
762.190.453-43,Maria Júlia Sampaio,1946-11-08,"Feira Leão, 51",Nossa Senhora De Fátima,da Mota de Goiás,Mato Grosso,+55 92 9 8140-2896,juliana66@example.com,Ruim,Email,10,Redator,1,4844
508.962.413-51,Lorenzo Fernandes,1983-03-02,"Jardim Marcelo Martins, 96",Estoril,Farias,Piauí,+55 02 9 1898-0218,andre69@example.net,Regular,Call,11,Faxineiro,1,3478
795.083.146-48,Cauê Ribeiro,1961-07-06,"Rua Cavalcante, 86",Boa Esperança,Moreira de Castro,Rio Grande do Norte,+55 (052) 92779 8939,ana-lauraoliveira@example.net,Bom,Email,7,Saxofonista,7,2863
319.064.872-78,Rafaela Carvalho,1950-09-26,"Praia Ana Júlia Gomes, 965",Lorena,Barbosa de Alves,Mato Grosso do Sul,+55 (38) 9 0467 7092,antonionunes@example.org,Ótimo,Call,4,Tapeceiro,6,5055
047.695.823-74,Maria Liz Machado,1949-01-08,"Avenida Elisa Campos, 532",Itatiaia,Gonçalves,Paraíba,+55 (043) 96982-6872,joana73@example.net,Ótimo,Chat,11,Locutor,1,7440
842.165.379-28,Yago Nascimento,1951-04-29,"Aeroporto de Pereira, 36",Ventosa,Montenegro,Rio Grande do Sul,+55 (001) 94996 4935,lcorreia@example.org,Ótimo,Chat,7,Guarda ou policial rodoviário,9,8970
579.160.824-11,Cauã Cavalcanti,2003-05-12,Condomínio Isabelly Câmara,Nossa Senhora Do Rosário,Peixoto do Oeste,Pará,+55 24 9 2151 9715,yuriborges@example.org,Ruim,Call,2,Operador de vídeo,10,4100
509.784.231-60,Vinícius Moreira,1989-02-09,"Jardim da Rocha, 72",Monsenhor Messias,da Mota da Mata,Alagoas,+55 (76) 9 2948-1995,carvalhomiguel@example.net,Péssimo,Email,11,Líder comunitário,7,7452
